ptlName,cmpLongName,ptlLicenseeInterest,prlNpdidLicence,cmpNpdidCompany,ptlLicenseeDateUpdated,datesyncNPD
916,Equinor Energy AS,20.00000,30674603,32011216,17.05.2018,20.02.2019
916,Lundin Norway AS,20.00000,30674603,2767314,,20.02.2019
916,Petoro AS,20.00000,30674603,1626839,,20.02.2019
916,Aker BP ASA,40.00000,30674603,28544099,,20.02.2019
917,Vår Energi AS,20.00000,30674650,33360957,11.12.2018,20.02.2019
917,Suncor Energy Norge AS,20.00000,30674650,20426420,,20.02.2019
917,Lundin Norway AS,20.00000,30674650,2767314,,20.02.2019
917,ConocoPhillips Skandinavia AS,40.00000,30674650,2410696,,20.02.2019
918 S,LOTOS Exploration and Production Norge AS,25.00000,30674702,5064434,,20.02.2019
918 S,Equinor Energy AS,75.00000,30674702,32011216,17.05.2018,20.02.2019
919,Lundin Norway AS,15.00000,30674723,2767314,,20.02.2019
919,ConocoPhillips Skandinavia AS,20.00000,30674723,2410696,,20.02.2019
919,Aker BP ASA,65.00000,30674723,28544099,,20.02.2019
920,Neptune Energy Norge AS,40.00000,30674747,31123361,08.12.2018,20.02.2019
920,OMV (Norge) AS,60.00000,30674747,4460594,,20.02.2019
921,Petoro AS,20.00000,30674782,1626839,,20.02.2019
921,DNO Norge AS,15.00000,30674782,29468270,04.12.2018,20.02.2019
921,Equinor Energy AS,50.00000,30674782,32011216,17.05.2018,20.02.2019
921,Lundin Norway AS,15.00000,30674782,2767314,,20.02.2019
922,DNO Norge AS,20.00000,30674813,29468270,,20.02.2019
922,Neptune Energy Norge AS,20.00000,30674813,31123361,08.12.2018,20.02.2019
922,Total E&P Norge AS,20.00000,30674813,2410708,23.05.2018,20.02.2019
922,Spirit Energy Norway AS,40.00000,30674813,33342085,06.12.2018,20.02.2019
923,Wellesley Petroleum AS,20.00000,30674839,26464257,,20.02.2019
923,Petoro AS,20.00000,30674839,1626839,,20.02.2019
923,DNO Norge AS,20.00000,30674839,29468270,,20.02.2019
923,Equinor Energy AS,40.00000,30674839,32011216,17.05.2018,20.02.2019
924,DNO Norge AS,15.00000,30674872,29468270,04.12.2018,20.02.2019
924,Equinor Energy AS,70.00000,30674872,32011216,17.05.2018,20.02.2019
924,Lundin Norway AS,15.00000,30674872,2767314,,20.02.2019
925,Concedo ASA,10.00000,30674929,4460794,,20.02.2019
925,Wellesley Petroleum AS,90.00000,30674929,26464257,,20.02.2019
926,DNO Norge AS,20.00000,30674967,29468270,04.12.2018,20.02.2019
926,Concedo ASA,30.00000,30674967,4460794,,20.02.2019
926,Faroe Petroleum Norge AS,40.00000,30674967,4062883,,20.02.2019
926,Lundin Norway AS,10.00000,30674967,2767314,,20.02.2019
927,Capricorn Norge AS,50.00000,30675020,23297570,,20.02.2019
927,Wintershall Norge AS,50.00000,30675020,21666830,,20.02.2019
928,Capricorn Norge AS,50.00000,30675070,23297570,,20.02.2019
928,Spirit Energy Norway AS,50.00000,30675070,33342085,06.12.2018,20.02.2019
929,Pandion Energy AS,20.00000,30675094,29028767,,20.02.2019
929,DNO Norge AS,10.00000,30675094,29468270,04.12.2018,20.02.2019
929,DEA Norge AS,20.00000,30675094,26309819,,20.02.2019
929,Neptune Energy Norge AS,40.00000,30675094,31123361,,20.02.2019
929,Lundin Norway AS,10.00000,30675094,2767314,,20.02.2019
930,Wellesley Petroleum AS,20.00000,30675129,26464257,,20.02.2019
930,Spirit Energy Norway AS,20.00000,30675129,33342085,06.12.2018,20.02.2019
930,Vår Energi AS,20.00000,30675129,33360957,11.12.2018,20.02.2019
930,Equinor Energy AS,40.00000,30675129,32011216,17.05.2018,20.02.2019
931,DNO Norge AS,40.00000,30675162,29468270,,20.02.2019
931,Wellesley Petroleum AS,60.00000,30675162,26464257,,20.02.2019
932,MOL Norge AS,40.00000,30675215,26464449,,20.02.2019
932,Aker BP ASA,60.00000,30675215,28544099,,20.02.2019
933,Equinor Energy AS,60.00000,30675352,32011216,17.05.2018,20.02.2019
933,Petrolia NOCO AS,40.00000,30675352,28518657,,20.02.2019
934,Equinor Energy AS,20.00000,30675506,32011216,17.05.2018,20.02.2019
934,Neptune Energy Norge AS,20.00000,30675506,31123361,08.12.2018,20.02.2019
934,Petoro AS,20.00000,30675506,1626839,,20.02.2019
934,Lundin Norway AS,40.00000,30675506,2767314,,20.02.2019
935,Neptune Energy Norge AS,20.00000,30675543,31123361,08.12.2018,20.02.2019
935,Petoro AS,20.00000,30675543,1626839,,20.02.2019
935,Lundin Norway AS,20.00000,30675543,2767314,,20.02.2019
935,ConocoPhillips Skandinavia AS,40.00000,30675543,2410696,,20.02.2019
936,Petrolia NOCO AS,30.00000,30675563,28518657,,20.02.2019
936,Lundin Norway AS,30.00000,30675563,2767314,,20.02.2019
936,Neptune Energy Norge AS,40.00000,30675563,31123361,08.12.2018,20.02.2019
937,Petrolia NOCO AS,30.00000,30675592,28518657,,20.02.2019
937,DEA Norge AS,30.00000,30675592,26309819,,20.02.2019
937,INEOS E&P Norge AS,40.00000,30675592,29805656,,20.02.2019
938,Vår Energi AS,20.00000,30675621,33360957,11.12.2018,20.02.2019
938,Neptune Energy Norge AS,60.00000,30675621,31123361,08.12.2018,20.02.2019
938,ConocoPhillips Skandinavia AS,20.00000,30675621,2410696,,20.02.2019
939,PGNiG Upstream Norway AS,30.00000,30675651,29394105,,20.02.2019
939,Equinor Energy AS,70.00000,30675651,32011216,17.05.2018,20.02.2019
940,OMV (Norge) AS,40.00000,30676053,4460594,,20.02.2019
940,Suncor Energy Norge AS,60.00000,30676053,20426420,,20.02.2019
941,PGNiG Upstream Norway AS,20.00000,30676097,29394105,,20.02.2019
941,Wellesley Petroleum AS,30.00000,30676097,26464257,,20.02.2019
941,Aker BP ASA,50.00000,30676097,28544099,,20.02.2019
942,Equinor Energy AS,40.00000,30676176,32011216,17.05.2018,20.02.2019
942,Aker BP ASA,30.00000,30676176,28544099,,20.02.2019
942,Wellesley Petroleum AS,30.00000,30676176,26464257,,20.02.2019
943,Equinor Energy AS,40.00000,30676215,32011216,17.05.2018,20.02.2019
943,DNO Norge AS,30.00000,30676215,29468270,,20.02.2019
943,Capricorn Norge AS,30.00000,30676215,23297570,,20.02.2019
944,Wintershall Norge AS,40.00000,30676329,21666830,,20.02.2019
944,Equinor Energy AS,60.00000,30676329,32011216,17.05.2018,20.02.2019
945,OMV (Norge) AS,60.00000,30676422,4460594,,20.02.2019
945,Equinor Energy AS,40.00000,30676422,32011216,17.05.2018,20.02.2019
946,Vår Energi AS,40.00000,30676644,33360957,11.12.2018,20.02.2019
946,Equinor Energy AS,60.00000,30676644,32011216,17.05.2018,20.02.2019
947,Vår Energi AS,40.00000,30676818,33360957,11.12.2018,20.02.2019
947,Equinor Energy AS,60.00000,30676818,32011216,17.05.2018,20.02.2019
948,Petrolia NOCO AS,30.00000,30676990,28518657,,20.02.2019
948,Equinor Energy AS,30.00000,30676990,32011216,17.05.2018,20.02.2019
948,Aker BP ASA,40.00000,30676990,28544099,,20.02.2019
949,Petoro AS,20.00000,30677054,1626839,,20.02.2019
949,A/S Norske Shell,30.00000,30677054,562,,20.02.2019
949,Equinor Energy AS,50.00000,30677054,32011216,17.05.2018,20.02.2019
950,Petoro AS,20.00000,30677161,1626839,,20.02.2019
950,INPEX Norge AS,30.00000,30677161,25156692,,20.02.2019
950,Lundin Norway AS,40.00000,30677161,2767314,04.12.2018,20.02.2019
950,DNO Norge AS,10.00000,30677161,29468270,,20.02.2019
951,Vår Energi AS,20.00000,30677312,33360957,11.12.2018,20.02.2019
951,DNO Norge AS,20.00000,30677312,29468270,,20.02.2019
951,Concedo ASA,20.00000,30677312,4460794,,20.02.2019
951,Aker BP ASA,40.00000,30677312,28544099,,20.02.2019
952,Suncor Energy Norge AS,40.00000,30677386,20426420,,20.02.2019
952,Lundin Norway AS,50.00000,30677386,2767314,02.11.2018,20.02.2019
952,Edison Norge AS,10.00000,30677386,25612292,,20.02.2019
953,Wintershall Norge AS,40.00000,30677487,21666830,,20.02.2019
953,DNO Norge AS,30.00000,30677487,29468270,,20.02.2019
953,Concedo ASA,30.00000,30677487,4460794,,20.02.2019
954,Lundin Norway AS,40.00000,30677425,2767314,,20.02.2019
954,Aker BP ASA,20.00000,30677425,28544099,,20.02.2019
954,Equinor Energy AS,20.00000,30677425,32011216,17.05.2018,20.02.2019
954,Petoro AS,20.00000,30677425,1626839,,20.02.2019
955,Equinor Energy AS,50.00000,30677396,32011216,17.05.2018,20.02.2019
955,Aker BP ASA,30.00000,30677396,28544099,,20.02.2019
955,Spirit Energy Norway AS,20.00000,30677396,33342085,06.12.2018,20.02.2019
956,Vår Energi AS,70.00000,30977703,33360957,11.12.2018,20.02.2019
956,Suncor Energy Norge AS,30.00000,30977703,20426420,,20.02.2019
957,Equinor Energy AS,100.00000,32017514,32011216,,20.02.2019
958,Petoro AS,20.00000,32017544,1626839,,20.02.2019
958,Neptune Energy Norge AS,30.00000,32017544,31123361,08.12.2018,20.02.2019
958,OKEA AS,50.00000,32017544,27432899,04.02.2019,20.02.2019
959,Petoro AS,20.00000,32017575,1626839,,20.02.2019
959,Spirit Energy Norway AS,20.00000,32017575,33342085,06.12.2018,20.02.2019
959,M Vest Energy AS,10.00000,32017575,28222457,,20.02.2019
959,Equinor Energy AS,50.00000,32017575,32011216,,20.02.2019
960,DEA Norge AS,20.00000,32017693,26309819,,20.02.2019
960,Lundin Norway AS,20.00000,32017693,2767314,,20.02.2019
960,Petoro AS,20.00000,32017693,1626839,,20.02.2019
960,Equinor Energy AS,40.00000,32017693,32011216,,20.02.2019
961,Aker BP ASA,30.00000,32017732,28544099,,20.02.2019
961,Petoro AS,20.00000,32017732,1626839,,20.02.2019
961,Equinor Energy AS,50.00000,32017732,32011216,,20.02.2019
962,Aker BP ASA,20.00000,32017770,28544099,,20.02.2019
962,Lundin Norway AS,20.00000,32017770,2767314,,20.02.2019
962,Spirit Energy Norway AS,60.00000,32017770,33342085,06.12.2018,20.02.2019
963,Equinor Energy AS,30.00000,32017830,32011216,,20.02.2019
963,Aker BP ASA,70.00000,32017830,28544099,,20.02.2019
964,DEA Norge AS,15.00000,32017859,26309819,,20.02.2019
964,Wintershall Norge AS,20.00000,32017859,21666830,,20.02.2019
964,Petoro AS,25.00000,32017859,1626839,,20.02.2019
964,Aker BP ASA,40.00000,32017859,28544099,,20.02.2019
965,Spirit Energy Norway AS,40.00000,32018023,33342085,06.12.2018,20.02.2019
965,Lundin Norway AS,60.00000,32018023,2767314,,20.02.2019
966,Aker BP ASA,30.00000,32018052,28544099,,20.02.2019
966,Equinor Energy AS,70.00000,32018052,32011216,,20.02.2019

