wlbnpdidwellbore,wlbWellName,wlbWellboreName,wlbField,wlbProductionLicence,wlbWellType,wlbDrillingOperator,wlbMultilateral,wlbDrillingFacility,wlbProductionFacility,wlbEntryDate,wlbCompletionDate,wlbContent,wlbStatus,wlbSymbol,wlbPurpose,wlbWaterDepth,wlbFactPageUrl,wlbFactMapUrl,wlbDiscoveryWellbore,wlbPointGeometryWKT
1873,"33/9-C-27","33/9-C-27","STATFJORD","037","DEVELOPMENT","Den norske stats oljeselskap a.s","NO","STATFJORD C","STATFJORD C",1991-11-29 00:00:00+01,1992-02-03 00:00:00+01,"OIL","PLUGGED",50,"PRODUCTION",145.600000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=1873","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=1873","NO","POINT(1.902814 61.296358)"
1874,"34/10-35","34/10-35","VALEMON","050","EXPLORATION","Den norske stats oljeselskap a.s","NO","ROSS RIG (2)",,1992-02-05 00:00:00+01,1992-07-01 00:00:00+02,"GAS/CONDENSATE","P&A",17,"APPRAISAL",135.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1874","http://gis.npd.no/factmaps/html_21/?run=WellboreExpByNPDID&scale=100000&NPDID=1874","NO","POINT(2.321325 61.071158)"
1875,"2/7-20","2/7-20 R","EMBLA","018","EXPLORATION","Phillips Petroleum Company Norway","NO","WEST DELTA",,1991-10-14 00:00:00+01,1991-11-01 00:00:00+01,"OIL","RE-CLASS TO DEV",5,"WILDCAT",71.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1875","http://gis.npd.no/factmaps/html_21/?run=WellboreExpByNPDID&scale=100000&NPDID=1875","NO","POINT(3.248528 56.333361)"
825,"2/7-C-6","2/7-C-6","EDDA","018","DEVELOPMENT","Phillips Petroleum Company Norway","NO","EDDA","EDDA",1980-07-04 00:00:00+02,1980-09-04 00:00:00+02,"NOT APPLICABLE","JUNKED",81,"PRODUCTION",70.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=825","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=825","NO","POINT(3.104428 56.464669)"
1878,"2/7-27","2/7-27 S","EMBLA","018","EXPLORATION","Phillips Petroleum Company Norway","NO","WEST DELTA",,1991-11-09 00:00:00+01,1992-06-17 00:00:00+02,"OIL","RE-CLASS TO DEV",5,"APPRAISAL",71.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1878","http://gis.npd.no/factmaps/html_21/?run=WellboreExpByNPDID&scale=100000&NPDID=1878","NO","POINT(3.248269 56.333281)"
1879,"35/11-6","35/11-6","VEGA","090","EXPLORATION","Mobil Exploration Norway INC","NO","SOVEREIGN EXPLOR",,1992-01-30 00:00:00+01,1992-04-20 00:00:00+02,"OIL SHOWS","P&A",12,"APPRAISAL",370.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1879","http://gis.npd.no/factmaps/html_21/?run=WellboreExpByNPDID&scale=100000&NPDID=1879","NO","POINT(3.465406 61.196061)"
1880,"30/9-B-11","30/9-B-11 A","OSEBERG","079","DEVELOPMENT","Norsk Hydro Produksjon AS","NO","OSEBERG B","OSEBERG B",1993-09-20 00:00:00+02,1993-09-28 00:00:00+01,"OIL","PLUGGED",50,"PRODUCTION",109.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=1880","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=1880","NO","POINT(2.828617 60.493439)"
1881,"35/12-1","35/12-1",,"174","EXPLORATION","Saga Petroleum ASA","NO","TREASURE SAGA",,1992-02-27 00:00:00+01,1992-04-24 00:00:00+02,"OIL SHOWS","P&A",12,"WILDCAT",351.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1881","http://gis.npd.no/factmaps/html_21/?run=WellboreExpByNPDID&scale=100000&NPDID=1881","NO","POINT(3.962614 61.184461)"
1997,"31/2-U-7","31/2-U-7",,,"OTHER","Norsk Hydro Produksjon AS","NO",,,,,,,0,"SOIL DRILLING",0.000000,"http://factpages.npd.no/FactPages/default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=1997",,"NO","POINT(3.513611 60.834722)"
1883,"35/11-4","35/11-4 R","FRAM","090","EXPLORATION","Mobil Exploration Norway INC","NO","SOVEREIGN EXPLOR",,1991-11-16 00:00:00+01,1992-01-27 00:00:00+01,"OIL/GAS","P&A",13,"APPRAISAL",355.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1883","http://gis.npd.no/factmaps/html_21/?run=WellboreExpByNPDID&scale=100000&NPDID=1883","NO","POINT(3.548217 61.033314)"
1884,"33/9-A-3","33/9-A-3 A","STATFJORD","037","DEVELOPMENT","Mobil Exploration Norway INC","NO","STATFJORD A","STATFJORD A",1980-01-18 00:00:00+01,1980-04-11 00:00:00+02,"GAS","PLUGGED",91,"INJECTION",146.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=1884","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=1884","NO","POINT(1.854247 61.255822)"
1885,"31/2-17","31/2-17 S","TROLL","054","EXPLORATION","Norsk Hydro Produksjon AS","NO","TRANSOCEAN 8",,1991-12-28 00:00:00+01,1992-01-20 00:00:00+01,"OIL/GAS","P&A",13,"APPRAISAL",341.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1885","http://gis.npd.no/factmaps/html_21/?run=WellboreExpByNPDID&scale=100000&NPDID=1885","NO","POINT(3.451608 60.882522)"
1886,"15/9-U-5","15/9-U-5",,"046","OTHER","Den norske stats oljeselskap a.s","NO",,,,,,,0,"SOIL DRILLING",0.000000,"http://factpages.npd.no/FactPages/default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=1886",,"NO","POINT(1.717778 58.417778)"
1887,"15/9-U-6","15/9-U-6",,"046","OTHER","Den norske stats oljeselskap a.s","NO",,,,,,,0,"SOIL DRILLING",0.000000,"http://factpages.npd.no/FactPages/default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=1887",,"NO","POINT(1.717778 58.418889)"
1888,"15/9-U-7","15/9-U-7",,"046","OTHER","Den norske stats oljeselskap a.s","NO",,,,,,,0,"SOIL DRILLING",0.000000,"http://factpages.npd.no/FactPages/default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=1888",,"NO","POINT(1.715833 58.417778)"
1889,"15/9-U-8","15/9-U-8",,"046","OTHER","Den norske stats oljeselskap a.s","NO",,,,,,,0,"SOIL DRILLING",0.000000,"http://factpages.npd.no/FactPages/default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=1889",,"NO","POINT(1.718333 58.416944)"
1898,"31/2-17","31/2-17 A","TROLL","054","EXPLORATION","Norsk Hydro Produksjon AS","NO","TRANSOCEAN 8",,1992-01-20 00:00:00+01,1992-01-31 00:00:00+01,"OIL/GAS","P&A",13,"APPRAISAL",341.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1898","http://gis.npd.no/factmaps/html_21/?run=WellboreExpByNPDID&scale=100000&NPDID=1898","NO","POINT(3.451608 60.882522)"
1899,"31/2-17","31/2-17 B","TROLL","054","EXPLORATION","Norsk Hydro Produksjon AS","NO","TRANSOCEAN 8",,1992-02-01 00:00:00+01,1992-02-14 00:00:00+01,"GAS","SUSPENDED",9,"APPRAISAL",341.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1899","http://gis.npd.no/factmaps/html_21/?run=WellboreExpByNPDID&scale=100000&NPDID=1899","NO","POINT(3.451608 60.882522)"
1900,"31/4-A-1","31/4-A-1","BRAGE","055","DEVELOPMENT","Norsk Hydro Produksjon AS","NO","VILDKAT EXPLORER","BRAGE",1991-12-30 00:00:00+01,1992-01-27 00:00:00+01,"OIL","PLUGGED",50,"PRODUCTION",137.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=1900","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=1900","NO","POINT(3.047367 60.542547)"
1998,"31/2-U-8","31/2-U-8",,,"OTHER","Norsk Hydro Produksjon AS","NO",,,,,,,0,"SOIL DRILLING",0.000000,"http://factpages.npd.no/FactPages/default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=1998",,"NO","POINT(3.513611 60.834722)"
833,"7/11-A-2","7/11-A-2","COD","018","DEVELOPMENT","Phillips Petroleum Company Norway","NO","COD","COD",1977-01-31 00:00:00+01,1977-03-30 00:00:00+01,"NOT APPLICABLE","JUNKED",81,"PRODUCTION",70.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=833","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=833","NO","POINT(2.434739 57.069444)"
1905,"31/4-A-6","31/4-A-6","BRAGE","055","DEVELOPMENT","Norsk Hydro Produksjon AS","NO","VILDKAT EXPLORER","BRAGE",1992-08-15 00:00:00+02,1992-11-05 00:00:00+01,"OIL","PLUGGED",50,"PRODUCTION",137.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=1905","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=1905","NO","POINT(3.047367 60.542572)"
838,"7/11-A-7","7/11-A-7","COD","018","DEVELOPMENT","Phillips Petroleum Company Norway","NO","COD","COD",1976-08-23 00:00:00+01,1976-10-21 00:00:00+01,"NOT APPLICABLE","JUNKED",81,"PRODUCTION",70.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=838","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=838","NO","POINT(2.434744 57.069506)"
1999,"31/2-U-9","31/2-U-9",,,"OTHER","Norsk Hydro Produksjon AS","NO",,,,,,,0,"SOIL DRILLING",0.000000,"http://factpages.npd.no/FactPages/default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=1999",,"NO","POINT(3.513611 60.834722)"
1336,"2/8-A-7","2/8-A-7 A","VALHALL","006","DEVELOPMENT","Amoco Norway Oil Company","NO","VALHALL","VALHALL DP",1988-11-14 00:00:00+01,1988-12-05 00:00:00+01,"OIL","PLUGGED",50,"PRODUCTION",69.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=1336","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=1336","NO","POINT(3.395467 56.278039)"
1908,"34/4-8","34/4-8",,"057","EXPLORATION","Saga Petroleum ASA","NO","VILDKAT EXPLORER",,1994-05-22 00:00:00+02,1994-06-21 00:00:00+02,"DRY","P&A",1,"WILDCAT",363.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1908","http://gis.npd.no/factmaps/html_21/?run=WellboreExpByNPDID&scale=100000&NPDID=1908","NO","POINT(2.169369 61.58445)"
1909,"34/8-4","34/8-4 A","VISUND","120","EXPLORATION","Norsk Hydro Produksjon AS","NO","TRANSOCEAN 8",,1992-02-18 00:00:00+01,1992-05-27 00:00:00+02,"OIL","P&A",5,"APPRAISAL",309.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1909","http://gis.npd.no/factmaps/html_21/?run=WellboreExpByNPDID&scale=100000&NPDID=1909","NO","POINT(2.421853 61.324883)"
1910,"2/1-A-19","2/1-A-19","GYDA","019 B","DEVELOPMENT","BP Norway Limited U.A.","NO","GYDA","GYDA",1992-01-10 00:00:00+01,1992-03-08 00:00:00+01,"OIL","PLUGGED",50,"PRODUCTION",65.500000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=1910","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=1910","NO","POINT(3.085106 56.904839)"
1912,"30/6-C-14","30/6-C-14","OSEBERG","053","DEVELOPMENT","Norsk Hydro Produksjon AS","NO","OSEBERG C","OSEBERG C",1992-01-01 00:00:00+01,1992-03-14 00:00:00+01,"OIL","PLUGGED",50,"PRODUCTION",108.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=1912","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=1912","NO","POINT(2.775906 60.608175)"
2000,"31/2-U-10","31/2-U-10",,,"OTHER","Norsk Hydro Produksjon AS","NO",,,,,,,0,"SOIL DRILLING",0.000000,"http://factpages.npd.no/FactPages/default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=2000",,"NO","POINT(3.513611 60.834722)"
1915,"30/9-B-38","30/9-B-38","OSEBERG","079","DEVELOPMENT","Norsk Hydro Produksjon AS","NO","OSEBERG B","OSEBERG B",1992-02-16 00:00:00+01,1992-04-25 00:00:00+02,"OIL","PLUGGED",50,"PRODUCTION",109.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=1915","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=1915","NO","POINT(2.828528 60.493303)"
1916,"34/10-A-36","34/10-A-36","GULLFAKS","050","DEVELOPMENT","Den norske stats oljeselskap a.s","NO","GULLFAKS A","GULLFAKS A",1992-01-22 00:00:00+01,1992-05-21 00:00:00+02,"OIL","PLUGGED",50,"PRODUCTION",133.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=1916","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=1916","NO","POINT(2.189428 61.176336)"
1917,"2/4-K-18","2/4-K-18","EKOFISK","018","DEVELOPMENT","Phillips Petroleum Company Norway","NO","EKOFISK K","EKOFISK K",1992-01-17 00:00:00+01,1992-04-14 00:00:00+02,"WATER","PLUGGED",173,"INJECTION",71.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=1917","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=1917","NO","POINT(3.206183 56.565531)"
2235,"8008/7-U-1","8008/7-U-1",,,"OTHER","OCEAN DRILLING PROGRAM TEXAS A & M UNIVERSITY","NO",,,1993-08-22 00:00:00+02,1993-08-24 00:00:00+02,,"P&A",0,"SCIENTIFIC",902.000000,"http://factpages.npd.no/FactPages/default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=2235",,"NO","POINT(8.227333 80.474433)"
1919,"33/12-B-12","33/12-B-12","STATFJORD","037","DEVELOPMENT","Den norske stats oljeselskap a.s","NO","STATFJORD B","STATFJORD B",1994-04-03 00:00:00+02,1994-05-14 00:00:00+02,"OIL","PLUGGED",50,"PRODUCTION",144.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=1919","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=1919","NO","POINT(1.831225 61.206967)"
1921,"25/11-17","25/11-17",,"169","EXPLORATION","Norsk Hydro Produksjon AS","NO","WEST DELTA",,1993-03-01 00:00:00+01,1993-03-22 00:00:00+01,"DRY","P&A",1,"WILDCAT",124.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1921","http://gis.npd.no/factmaps/html_21/?run=WellboreExpByNPDID&scale=100000&NPDID=1921","NO","POINT(2.485164 59.057406)"
2097,"7323/7-U-11","7323/7-U-11",,,"OTHER","IKU Petroleumsforskning SINTEF Gruppen","NO",,,1984-08-20 00:00:00+02,1984-08-26 00:00:00+02,,"P&A",0,"SCIENTIFIC",418.000000,"http://factpages.npd.no/FactPages/default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=2097",,"NO","POINT(23.158214 73.279347)"
1920,"25/11-16","25/11-16","SVALIN","169","EXPLORATION","Norsk Hydro Produksjon AS","NO","VILDKAT EXPLORER",,1992-06-29 00:00:00+02,1992-07-24 00:00:00+02,"OIL","P&A",5,"WILDCAT",120.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1920","http://gis.npd.no/factmaps/html_21/?run=WellboreExpByNPDID&scale=100000&NPDID=1920","YES","POINT(2.385056 59.118486)"
1926,"2/7-A-29","2/7-A-29 B","ELDFISK","018","DEVELOPMENT","ConocoPhillips Skandinavia AS","NO","ELDFISK A","ELDFISK A",2004-07-11 00:00:00+02,2004-08-15 00:00:00+02,"OIL","ONLINE/OPERATIONAL",50,"PRODUCTION",71.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=1926","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=1926","NO","POINT(3.265714 56.376756)"
1927,"6407/10-3","6407/10-3",,"132","EXPLORATION","Norsk Hydro Produksjon AS","NO","TRANSOCEAN 8",,1992-05-29 00:00:00+02,1992-06-27 00:00:00+02,"SHOWS","P&A",12,"WILDCAT",323.500000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1927","http://gis.npd.no/factmaps/html_21/?run=WellboreExpByNPDID&scale=100000&NPDID=1927","NO","POINT(7.303175 64.103239)"
1928,"1/6-7","1/6-7",,"144","EXPLORATION","Conoco Norway Inc.","NO","WEST VANGUARD",,1992-03-16 00:00:00+01,1992-07-12 00:00:00+02,"SHOWS","P&A",12,"WILDCAT",68.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1928","http://gis.npd.no/factmaps/html_21/?run=WellboreExpByNPDID&scale=100000&NPDID=1928","NO","POINT(2.903106 56.555558)"
1932,"33/12-B-11","33/12-B-11","STATFJORD","037","DEVELOPMENT","Den norske stats oljeselskap a.s","NO","STATFJORD B","STATFJORD B",1992-02-27 00:00:00+01,1992-06-12 00:00:00+02,"OIL","PLUGGED",50,"PRODUCTION",144.500000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=1932","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=1932","NO","POINT(1.831186 61.206978)"
3894,"30/9-K-14","30/9-K-14 H","OSEBERG SØR","104","DEVELOPMENT","Norsk Hydro Produksjon AS","NO","WEST DELTA","OSEBERG SØR K",1999-10-28 00:00:00+02,1999-11-16 00:00:00+01,"WATER","ONLINE/OPERATIONAL",173,"INJECTION",106.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=3894","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=3894","NO","POINT(2.776019 60.264514)"
2098,"7323/11-U-1","7323/11-U-1",,,"OTHER","IKU Petroleumsforskning SINTEF Gruppen","NO",,,1984-08-28 00:00:00+02,1984-08-30 00:00:00+02,,"P&A",0,"SCIENTIFIC",380.000000,"http://factpages.npd.no/FactPages/default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=2098",,"NO","POINT(23.449811 73.233242)"
1934,"33/12-B-2","33/12-B-2 A","STATFJORD","037","DEVELOPMENT","Den norske stats oljeselskap a.s","NO","STATFJORD B","STATFJORD B",1992-09-10 00:00:00+02,1992-11-03 00:00:00+01,"WATER","PLUGGED",173,"INJECTION",144.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=1934","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=1934","NO","POINT(1.831225 61.207014)"
1685,"2/1-A-6","2/1-A-6 A","GYDA","019 B","DEVELOPMENT","BP Norway Limited U.A.","NO","GYDA","GYDA",1991-02-06 00:00:00+01,1991-03-05 00:00:00+01,"OIL","CLOSED",50,"PRODUCTION",66.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=1685","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=1685","NO","POINT(3.085228 56.904875)"
1015,"33/9-C-5","33/9-C-5","STATFJORD","037","DEVELOPMENT","Mobil Exploration Norway INC","NO","STATFJORD C","STATFJORD C",1987-01-15 00:00:00+01,1987-03-01 00:00:00+01,"OIL","PLUGGED",50,"PRODUCTION",145.600000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=1015","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=1015","NO","POINT(1.903064 61.296694)"
1937,"33/9-C-20","33/9-C-20","STATFJORD","037","DEVELOPMENT","Den norske stats oljeselskap a.s","NO","STATFJORD C","STATFJORD C",1992-04-08 00:00:00+02,1992-04-28 00:00:00+02,"OIL","PLUGGED",50,"PRODUCTION",145.600000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=1937","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=1937","NO","POINT(1.903053 61.296631)"
1938,"25/2-15","25/2-15",,"026","EXPLORATION","Elf Petroleum Norge AS","NO","WEST ALPHA",,1992-11-14 00:00:00+01,1993-01-13 00:00:00+01,"OIL SHOWS","SUSPENDED",12,"WILDCAT",120.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1938","http://gis.npd.no/factmaps/html_21/?run=WellboreExpByNPDID&scale=100000&NPDID=1938","NO","POINT(2.501722 59.814872)"
2236,"8008/7-U-2","8008/7-U-2",,,"OTHER","OCEAN DRILLING PROGRAM TEXAS A & M UNIVERSITY","NO",,,1993-08-22 00:00:00+02,1993-08-24 00:00:00+02,,"P&A",0,"SCIENTIFIC",901.000000,"http://factpages.npd.no/FactPages/default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=2236",,"NO","POINT(8.227267 80.4746)"
1940,"34/10-36","34/10-36","GULLFAKS SØR","050","EXPLORATION","Den norske stats oljeselskap a.s","NO","DEEPSEA BERGEN",,1992-04-28 00:00:00+02,1992-07-13 00:00:00+02,"OIL","P&A",5,"APPRAISAL",136.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1940","http://gis.npd.no/factmaps/html_21/?run=WellboreExpByNPDID&scale=100000&NPDID=1940","NO","POINT(2.176431 61.113469)"
1941,"34/8-7","34/8-7",,"120","EXPLORATION","Norsk Hydro Produksjon AS","NO","POLAR PIONEER",,1992-03-21 00:00:00+01,1992-07-16 00:00:00+02,"GAS","SUSPENDED",9,"WILDCAT",335.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1941","http://gis.npd.no/factmaps/html_21/?run=WellboreExpByNPDID&scale=100000&NPDID=1941","NO","POINT(2.558931 61.319186)"
1943,"30/3-A-14","30/3-A-14","VESLEFRIKK","052","DEVELOPMENT","Den norske stats oljeselskap a.s","NO","VESLEFRIKK A","VESLEFRIKK A",1992-05-01 00:00:00+02,1992-06-19 00:00:00+02,"OIL","PLUGGED",50,"PRODUCTION",175.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=1943","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=1943","NO","POINT(2.897972 60.782728)"
1018,"33/9-C-4","33/9-C-4","STATFJORD","037","DEVELOPMENT","Mobil Exploration Norway INC","NO","STATFJORD C","STATFJORD C",1987-05-27 00:00:00+02,1987-07-22 00:00:00+02,"WATER","PLUGGED",173,"INJECTION",146.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=1018","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=1018","NO","POINT(1.903019 61.296703)"
7638,"7220/11-2","7220/11-2",,"609","EXPLORATION","Lundin Norway AS","NO","ISLAND INNOVATOR",,2015-03-24 00:00:00+01,2015-05-03 00:00:00+02,"GAS","P&A",9,"APPRAISAL",379.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=7638","http://gis.npd.no/factmaps/html_21/?run=WellboreExpByNPDID&scale=100000&NPDID=7638","NO","POINT(20.435836 72.010431)"
1948,"6407/9-U-15","6407/9-U-15",,,"OTHER","A/S Norske Shell","NO",,,1992-03-17 00:00:00+01,1992-03-24 00:00:00+01,,"P&A",0,"SOIL DRILLING",256.000000,"http://factpages.npd.no/FactPages/default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=1948",,"NO","POINT(7.781142 64.352206)"
1949,"25/6-2","25/6-2",,"117","EXPLORATION","Saga Petroleum ASA","NO","TREASURE SAGA",,1992-04-26 00:00:00+02,1992-05-29 00:00:00+02,"DRY","P&A",1,"WILDCAT",119.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1949","http://gis.npd.no/factmaps/html_21/?run=WellboreExpByNPDID&scale=100000&NPDID=1949","NO","POINT(2.8204 59.561064)"
1950,"30/3-5","30/3-5 S","VESLEFRIKK","052","EXPLORATION","Den norske stats oljeselskap a.s","NO","VESLEFRIKK A",,1992-05-01 00:00:00+02,1992-06-19 00:00:00+02,"OIL","RE-CLASS TO DEV",5,"APPRAISAL",175.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1950","http://gis.npd.no/factmaps/html_21/?run=WellboreExpByNPDID&scale=100000&NPDID=1950","NO","POINT(2.897972 60.782728)"
4211,"6507/8-E-3","6507/8-E-3 CH","HEIDRUN","124","DEVELOPMENT","Den norske stats oljeselskap a.s","NO","MÆRSK JUTLANDER","HEIDRUN E",2000-11-26 00:00:00+01,2001-02-15 00:00:00+01,"OIL/GAS","PLUGGED",81,"PRODUCTION",355.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=4211","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=4211","NO","POINT(7.369522 65.383317)"
1956,"2/4-16","2/4-16 R",,"146","EXPLORATION","Saga Petroleum ASA","NO","TREASURE SAGA",,1992-06-04 00:00:00+02,1992-07-15 00:00:00+02,"SHOWS","JUNKED",12,"WILDCAT",67.500000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1956","http://gis.npd.no/factmaps/html_21/?run=WellboreExpByNPDID&scale=100000&NPDID=1956","NO","POINT(3.150575 56.677008)"
