prlName,prlTaskName,prlTaskCategory,prlTaskTypeNo,prlTaskTypeEn,prlTaskStatusNo,prlTaskStatusEn,prlTaskExpiryDate,wlbName,prlDateValidTo,prlLicensingActivityName,cmpLongName,cmpNpdidCompany,prlNpdidLicence,prlTaskID,prlTaskRefID,prlTaskDateUpdated,datesyncNPD
090 I,,DECISION,Beslutte overgang til forlengelsesperioden,Decision to enter extension period,Under arbeid,In process,02.03.2025,,02.03.2025,TFO2017,Equinor Energy AS,32011216,30977789,31141518,,18.05.2018,20.02.2019
090 I,,WORKOBLIGATION,Tilbakeleveringsrapport,Relinquishment report,Under arbeid,In process,02.06.2025,,02.03.2025,TFO2017,Equinor Energy AS,32011216,30977789,31141550,31141518,18.05.2018,20.02.2019
091 B,Innsende ein utbyggingsplan,DECISION,(PUD) Innlevering av utbyggingsplan,(PDO) Submit plan for development,Frafalt,Dropped,06.10.2009,,06.10.2009,TFO2005,StatoilHydro Petroleum AS,4511658,3812205,3961278,,,20.02.2019
091 B,Initiell periode,DECISION,Beslutte overgang til forlengelsesperioden,Decision to enter extension period,Frafalt,Dropped,06.10.2009,,06.10.2009,TFO2005,StatoilHydro Petroleum AS,4511658,3812205,3961279,,,20.02.2019
091 C,Betinga brønn - 1 av 1,DECISION,Beslutning om boring,Decision to drill,Skal ikke bores,Not to be drilled,06.02.2008,,06.02.2008,TFO2005,StatoilHydro ASA,4511854,3811888,4212694,,,20.02.2019
091 C,Boring av betinga brønn - 1 av 1,WORKOBLIGATION,Boring,Drilling,Skal ikke bores,Not to be drilled,06.01.2009,,06.02.2008,TFO2005,StatoilHydro ASA,4511854,3811888,3961307,4212694,,20.02.2019
091 C,Sende inn ein utbyggingsplan,DECISION,(PUD) Innlevering av utbyggingsplan,(PDO) Submit plan for development,Frafalt,Dropped,06.01.2009,,06.02.2008,TFO2005,StatoilHydro ASA,4511854,3811888,3961308,,,20.02.2019
091 C,Initiell periode,DECISION,Beslutte overgang til forlengelsesperioden,Decision to enter extension period,Frafalt,Dropped,06.12.2009,,06.02.2008,TFO2005,StatoilHydro ASA,4511854,3811888,4212695,,,20.02.2019
091 D,Initiell periode,DECISION,Beslutte overgang til forlengelsesperioden,Decision to enter extension period,Godkjent,Approved,08.02.2014,,31.12.2029,TFO2012,Equinor Energy AS,32011216,22813131,23265593,,18.05.2018,20.02.2019
093 B, ,DECISION,Beslutte overgang til forlengelsesperioden,Decision to enter extension period,Under arbeid,In process,19.02.2020,,19.02.2020,TFO2009,OKEA AS,27432899,17654585,18061281,,05.02.2019,20.02.2019
093 C,,DECISION,Beslutte overgang til forlengelsesperioden,Decision to enter extension period,Godkjent,Approved,08.02.2015,,09.03.2024,TFO2012,OKEA AS,27432899,22813180,23265594,,02.12.2018,20.02.2019
093 E,,WORKOBLIGATION,Geologi- og geofysikkstudier,Study of geology and geophysics,Frafalt,Dropped,07.02.2017,,07.02.2017,TFO2013,A/S Norske Shell,562,24214616,24565132,,,20.02.2019
093 E,,DECISION,Beslutning om boring,Decision to drill,Frafalt,Dropped,07.02.2017,,07.02.2017,TFO2013,A/S Norske Shell,562,24214616,24565139,,,20.02.2019
093 E,Tilbakeleveringsrapport,WORKOBLIGATION,Tilbakeleveringsrapport,Relinquishment report,Under arbeid,In process,07.05.2017,,07.02.2017,TFO2013,A/S Norske Shell,562,24214616,24565125,,,20.02.2019
093 E,,WORKOBLIGATION,Boring av letebrønn,Drill exploration well,Frafalt,Dropped,07.02.2019,,07.02.2017,TFO2013,A/S Norske Shell,562,24214616,24565140,24565139,,20.02.2019
093 E,,DECISION,(BoK) Beslutning om konkretisering,(BoK) Decision to concretize,Frafalt,Dropped,07.02.2019,,07.02.2017,TFO2013,A/S Norske Shell,562,24214616,24567590,24565139,,20.02.2019
093 E,Beslutte utarbeidelse av utbyggingsplan.,DECISION,(BoV) Beslutning om videreføring,(BoV) Decision to continue,Frafalt,Dropped,07.02.2020,,07.02.2017,TFO2013,A/S Norske Shell,562,24214616,24565166,,,20.02.2019
093 E,,WORKOBLIGATION,Konseptstudier,Conceptual studies,Frafalt,Dropped,07.02.2020,,07.02.2017,TFO2013,A/S Norske Shell,562,24214616,25612403,24567590,,20.02.2019
093 E,,WORKOBLIGATION,(PUD) Utarbeide utbyggingsplan,(PDO) Prepare plan for development,Frafalt,Dropped,07.02.2021,,07.02.2017,TFO2013,A/S Norske Shell,562,24214616,25612404,24565166,,20.02.2019
093 E,,DECISION,(PUD) Beslutning om å sende inn en utbyggingsplan,(PDO) Decision to submit plan for development,Frafalt,Dropped,07.02.2021,,07.02.2017,TFO2013,A/S Norske Shell,562,24214616,25612405,,,20.02.2019
093 E,,DECISION,Beslutte overgang til forlengelsesperioden,Decision to enter extension period,Frafalt,Dropped,07.02.2021,,07.02.2017,TFO2013,A/S Norske Shell,562,24214616,24565124,,,20.02.2019
102 D,Initiell periode,DECISION,Beslutte overgang til forlengelsesperioden,Decision to enter extension period,Godkjent,Approved,01.03.2025,,01.03.2025,TFO2011,Aker BP ASA,28544099,21568785,21631504,,09.12.2018,20.02.2019
102 E,Initiell periode,DECISION,Beslutte overgang til forlengelsesperioden,Decision to enter extension period,Under arbeid,In process,03.02.2025,,01.03.2025,TFO2011,Total E&P Norge AS,2410708,21568578,21631507,,,20.02.2019
104 B,Initiell periode,DECISION,Beslutte overgang til forlengelsesperioden,Decision to enter extension period,Godkjent,Approved,03.02.2013,,01.03.2031,TFO2011,Equinor Energy AS,32011216,21568959,21631508,,18.05.2018,20.02.2019
107 B, ,DECISION,Beslutte overgang til forlengelsesperioden,Decision to enter extension period,Under arbeid,In process,23.01.2019,,23.01.2019,TFO2008,Equinor Energy AS,32011216,5107376,5465240,,23.10.2018,20.02.2019
107 C,Geologi- og geofysikk studier,WORKOBLIGATION,Geologi- og geofysikkstudier,Study of geology and geophysics,Godkjent,Approved,23.01.2011,,23.01.2019,TFO2008,Equinor Energy AS,32011216,5115394,5465241,,18.05.2018,20.02.2019
107 C, ,DECISION,Beslutning om boring,Decision to drill,Skal bores,Will be drilled,23.12.2015,,23.01.2019,TFO2008,Equinor Energy AS,32011216,5115394,5465242,,18.05.2018,20.02.2019
107 C,Tilbakeleveringsrapport,WORKOBLIGATION,Tilbakeleveringsrapport,Relinquishment report,Under arbeid,In process,23.04.2017,,23.01.2019,TFO2008,Equinor Energy AS,32011216,5115394,21631935,,18.05.2018,20.02.2019
107 C,Boring av betinga brønn - 1 av 1,WORKOBLIGATION,Boring,Drilling,Godkjent,Approved,23.10.2017,6407/7-9 S,23.01.2019,TFO2008,Equinor Energy AS,32011216,5115394,5465243,5465242,18.05.2018,20.02.2019
107 C,Beslutning om utbyggingsplan,DECISION,(BoV) Beslutning om videreføring,(BoV) Decision to continue,Under arbeid,In process,23.10.2018,,23.01.2019,TFO2008,Equinor Energy AS,32011216,5115394,5465244,,08.02.2019,20.02.2019
107 C,Innsende utbggingsplan,DECISION,(PUD) Beslutning om å sende inn en utbyggingsplan,(PDO) Decision to submit plan for development,Under arbeid,In process,23.01.2019,,23.01.2019,TFO2008,Equinor Energy AS,32011216,5115394,5465245,,18.05.2018,20.02.2019
107 C,Initiell periode,DECISION,Beslutte overgang til forlengelsesperioden,Decision to enter extension period,Under arbeid,In process,23.01.2019,,23.01.2019,TFO2008,Equinor Energy AS,32011216,5115394,5465246,,18.05.2018,20.02.2019
110 B,Seismikk,WORKOBLIGATION,"Innsamling, reprosessering, tolking","Seismology - collecting, reprocessing, interpretation",Godkjent,Approved,17.12.2007,,17.12.2019,TFO2004,Equinor Energy AS,32011216,3001885,3504446,,18.05.2018,20.02.2019
110 B,Betinga brønn - 1 av 1,DECISION,Beslutning om boring,Decision to drill,Skal bores,Will be drilled,17.12.2007,,17.12.2019,TFO2004,Equinor Energy AS,32011216,3001885,3504447,,18.05.2018,20.02.2019
110 B,Boring av betinga brønn - 1 av 1,WORKOBLIGATION,Boring,Drilling,Godkjent,Approved,17.12.2009,7122/6-2,17.12.2019,TFO2004,Equinor Energy AS,32011216,3001885,3504448,3504447,18.05.2018,20.02.2019
110 B,Beslutning om utbyggingsplan,DECISION,(BoV) Beslutning om videreføring,(BoV) Decision to continue,Under arbeid,In process,17.12.2018,,17.12.2019,TFO2004,Equinor Energy AS,32011216,3001885,3504449,,06.02.2019,20.02.2019
110 B,,CONDITION DECISION,(BoV) Beslutning om videreføring,(BoV) Decision to continue,Under arbeid,In process,17.12.2018,,17.12.2019,TFO2004,Equinor Energy AS,32011216,3001885,29469160,,04.12.2018,20.02.2019
110 B,,CONDITION DECISION,(PUD) Beslutning om å sende inn en utbyggingsplan,(PDO) Decision to submit plan for development,Under arbeid,In process,17.12.2019,,17.12.2019,TFO2004,Equinor Energy AS,32011216,3001885,29469161,,18.05.2018,20.02.2019
110 B,,CONDITION DECISION,(PUD) Innlevering av utbyggingsplan,(PDO) Submit plan for development,Under arbeid,In process,17.12.2019,,17.12.2019,TFO2004,Equinor Energy AS,32011216,3001885,29469162,,18.05.2018,20.02.2019
110 B,Sende inn ein utbyggingsplan,DECISION,(PUD) Beslutning om å sende inn en utbyggingsplan,(PDO) Decision to submit plan for development,,,17.12.2019,,17.12.2019,TFO2004,Equinor Energy AS,32011216,3001885,3504450,3504449,06.02.2019,20.02.2019
110 B, ,DECISION,Beslutte overgang til forlengelsesperioden,Decision to enter extension period,,,17.12.2019,,17.12.2019,TFO2004,Equinor Energy AS,32011216,3001885,3504451,,18.05.2018,20.02.2019
127 B,Borebeslutning,DECISION,Beslutning om boring,Decision to drill,Under arbeid,In process,06.02.2019,,06.02.2023,TFO2014,Equinor Energy AS,32011216,25611917,26217003,,09.12.2018,20.02.2019
127 B,Boring av letebrønn,WORKOBLIGATION,Boring av letebrønn,Drill exploration well,Under arbeid,In process,06.02.2021,,06.02.2023,TFO2014,Equinor Energy AS,32011216,25611917,26217004,26217003,09.12.2018,20.02.2019
127 B,Beslutte konkretisering,DECISION,(BoK) Beslutning om konkretisering,(BoK) Decision to concretize,Under arbeid,In process,06.02.2021,,06.02.2023,TFO2014,Equinor Energy AS,32011216,25611917,26217005,,09.12.2018,20.02.2019
127 B,Beslutte videreføring,DECISION,(BoV) Beslutning om videreføring,(BoV) Decision to continue,Under arbeid,In process,06.02.2022,,06.02.2023,TFO2014,Equinor Energy AS,32011216,25611917,26217006,,09.12.2018,20.02.2019
127 B,Konseptstudier,WORKOBLIGATION,Konseptstudier,Conceptual studies,Under arbeid,In process,06.02.2022,,06.02.2023,TFO2014,Equinor Energy AS,32011216,25611917,26217268,26217005,09.12.2018,20.02.2019
127 B,Utarbeide utbyggingsplan,WORKOBLIGATION,(PUD) Utarbeide utbyggingsplan,(PDO) Prepare plan for development,Under arbeid,In process,06.02.2022,,06.02.2023,TFO2014,Equinor Energy AS,32011216,25611917,26217269,26217006,09.12.2018,20.02.2019
127 B,Sende inn utbyggingsplan,DECISION,(PUD) Innlevering av utbyggingsplan,(PDO) Submit plan for development,Under arbeid,In process,06.02.2022,,06.02.2023,TFO2014,Equinor Energy AS,32011216,25611917,26217270,26217007,09.12.2018,20.02.2019
127 B,Tilbakeleveringsrapport,WORKOBLIGATION,Tilbakeleveringsrapport,Relinquishment report,Under arbeid,In process,06.05.2022,,06.02.2023,TFO2014,Equinor Energy AS,32011216,25611917,26217009,,09.12.2018,20.02.2019
127 B,Beslutte innsending av utbyggingsplan,DECISION,(PUD) Beslutning om å sende inn en utbyggingsplan,(PDO) Decision to submit plan for development,Under arbeid,In process,06.02.2023,,06.02.2023,TFO2014,Equinor Energy AS,32011216,25611917,26217007,26217006,09.12.2018,20.02.2019
127 B,Beslutte overgang til forlengelsesperiod,DECISION,Beslutte overgang til forlengelsesperioden,Decision to enter extension period,Under arbeid,In process,06.02.2023,,06.02.2023,TFO2014,Equinor Energy AS,32011216,25611917,26217008,26217007,09.12.2018,20.02.2019
128 D,,WORKOBLIGATION,Boring av fast letebrønn,Drill firm exploration well,Under arbeid,In process,05.02.2020,,05.02.2021,TFO2015,Equinor Energy AS,32011216,27434543,27756903,,18.05.2018,20.02.2019
128 D,,DECISION,(BoK) Beslutning om konkretisering,(BoK) Decision to concretize,Under arbeid,In process,05.02.2020,,05.02.2021,TFO2015,Equinor Energy AS,32011216,27434543,27756904,,18.05.2018,20.02.2019
128 D,,WORKOBLIGATION,Konseptstudier,Conceptual studies,Under arbeid,In process,05.02.2020,,05.02.2021,TFO2015,Equinor Energy AS,32011216,27434543,27756905,27756904,18.05.2018,20.02.2019
128 D,,DECISION,(BoV) Beslutning om videreføring,(BoV) Decision to continue,Under arbeid,In process,05.02.2020,,05.02.2021,TFO2015,Equinor Energy AS,32011216,27434543,27756906,,18.05.2018,20.02.2019
128 D,,WORKOBLIGATION,(PUD) Utarbeide utbyggingsplan,(PDO) Prepare plan for development,Under arbeid,In process,05.02.2021,,05.02.2021,TFO2015,Equinor Energy AS,32011216,27434543,27756907,27756906,18.05.2018,20.02.2019
128 D,,DECISION,(PUD) Beslutning om å sende inn en utbyggingsplan,(PDO) Decision to submit plan for development,Under arbeid,In process,05.02.2021,,05.02.2021,TFO2015,Equinor Energy AS,32011216,27434543,27756908,,18.05.2018,20.02.2019
128 D,,DECISION,(PUD) Innlevering av utbyggingsplan,(PDO) Submit plan for development,Under arbeid,In process,05.02.2021,,05.02.2021,TFO2015,Equinor Energy AS,32011216,27434543,27756909,27756908,18.05.2018,20.02.2019
128 D,,DECISION,Beslutte overgang til forlengelsesperioden,Decision to enter extension period,Under arbeid,In process,05.02.2021,,05.02.2021,TFO2015,Equinor Energy AS,32011216,27434543,27756910,,18.05.2018,20.02.2019
128 D,,WORKOBLIGATION,Tilbakeleveringsrapport,Relinquishment report,Under arbeid,In process,05.05.2021,,05.02.2021,TFO2015,Equinor Energy AS,32011216,27434543,27756911,27756910,18.05.2018,20.02.2019
128 E,,WORKOBLIGATION,Boring av fast letebrønn,Drill firm exploration well,Under arbeid,In process,05.02.2020,,05.02.2021,TFO2016,Equinor Energy AS,32011216,28941966,29028127,,18.05.2018,20.02.2019
128 E,,DECISION,(BoK) Beslutning om konkretisering,(BoK) Decision to concretize,Under arbeid,In process,05.02.2020,,05.02.2021,TFO2016,Equinor Energy AS,32011216,28941966,29028128,,18.05.2018,20.02.2019
128 E,,WORKOBLIGATION,Konseptstudier,Conceptual studies,Under arbeid,In process,05.02.2020,,05.02.2021,TFO2016,Equinor Energy AS,32011216,28941966,29028129,29028128,18.05.2018,20.02.2019
128 E,,DECISION,(BoV) Beslutning om videreføring,(BoV) Decision to continue,Under arbeid,In process,05.02.2020,,05.02.2021,TFO2016,Equinor Energy AS,32011216,28941966,29028130,,18.05.2018,20.02.2019
128 E,,WORKOBLIGATION,(PUD) Utarbeide utbyggingsplan,(PDO) Prepare plan for development,Under arbeid,In process,05.02.2021,,05.02.2021,TFO2016,Equinor Energy AS,32011216,28941966,29028131,29028130,18.05.2018,20.02.2019
128 E,,DECISION,(PUD) Beslutning om å sende inn en utbyggingsplan,(PDO) Decision to submit plan for development,Under arbeid,In process,05.02.2021,,05.02.2021,TFO2016,Equinor Energy AS,32011216,28941966,29028132,,18.05.2018,20.02.2019
128 E,,DECISION,(PUD) Innlevering av utbyggingsplan,(PDO) Submit plan for development,Under arbeid,In process,05.02.2021,,05.02.2021,TFO2016,Equinor Energy AS,32011216,28941966,29028133,29028132,18.05.2018,20.02.2019
128 E,,DECISION,Beslutte overgang til forlengelsesperioden,Decision to enter extension period,Under arbeid,In process,05.02.2021,,05.02.2021,TFO2016,Equinor Energy AS,32011216,28941966,29028134,,18.05.2018,20.02.2019
128 E,,WORKOBLIGATION,Tilbakeleveringsrapport,Relinquishment report,Under arbeid,In process,05.05.2021,,05.02.2021,TFO2016,Equinor Energy AS,32011216,28941966,29028135,29028134,18.05.2018,20.02.2019
134 C,Sende inn ein utbyggingsplan,DECISION,(PUD) Innlevering av utbyggingsplan,(PDO) Submit plan for development,Godkjent,Approved,06.01.2009,,10.04.2027,TFO2005,Equinor Energy AS,32011216,3812006,3961328,,18.05.2018,20.02.2019
134 C,Initiell periode,DECISION,Beslutte overgang til forlengelsesperioden,Decision to enter extension period,Godkjent,Approved,06.01.2009,,10.04.2027,TFO2005,Equinor Energy AS,32011216,3812006,3961329,,18.05.2018,20.02.2019
148 B,,WORKOBLIGATION,Geologi- og geofysikkstudier,Study of geology and geophysics,Godkjent,Approved,07.02.2016,,31.12.2015,TFO2013,Lundin Norway AS,2767314,24214413,24566698,,,20.02.2019
148 B,,DECISION,Beslutning om boring,Decision to drill,Skal ikke bores,Not to be drilled,07.02.2016,,31.12.2015,TFO2013,Lundin Norway AS,2767314,24214413,24566699,,,20.02.2019
148 B,,DECISION,Beslutte overgang til forlengelsesperioden,Decision to enter extension period,Frafalt,Dropped,07.02.2018,,31.12.2015,TFO2013,Lundin Norway AS,2767314,24214413,24566696,,19.06.2018,20.02.2019
148 B,,WORKOBLIGATION,Boring av letebrønn,Drill exploration well,Skal ikke bores,Not to be drilled,07.02.2018,,31.12.2015,TFO2013,Lundin Norway AS,2767314,24214413,25612402,24566699,,20.02.2019
148 B,Tilbakeleveringsrapport,WORKOBLIGATION,Tilbakeleveringsrapport,Relinquishment report,Under arbeid,In process,07.05.2018,,31.12.2015,TFO2013,Lundin Norway AS,2767314,24214413,24566697,,,20.02.2019
150 B,Initiell periode,DECISION,Beslutte overgang til forlengelsesperioden,Decision to enter extension period,Frafalt,Dropped,04.02.2018,,04.02.2018,TFO2010,Aker BP ASA,28544099,20108072,20428001,,03.01.2018,20.02.2019
153 B,Initiell periode,DECISION,Beslutte overgang til forlengelsesperioden,Decision to enter extension period,Godkjent,Approved,29.02.2012,,08.07.2028,TFO2007,Neptune Energy Norge AS,31123361,4918242,4944197,,25.02.2018,20.02.2019
159 E,G & G studier,WORKOBLIGATION,Geologi- og geofysikkstudier,Study of geology and geophysics,Godkjent,Approved,06.02.2018,,06.02.2018,TFO2014,Statoil Petroleum AS,17237817,25611889,26217010,,24.05.2018,20.02.2019
159 E,Borebeslutning,DECISION,Beslutning om boring,Decision to drill,Skal ikke bores,Not to be drilled,06.02.2018,,06.02.2018,TFO2014,Statoil Petroleum AS,17237817,25611889,26217011,,24.05.2018,20.02.2019
159 E,Bore letebrønn,WORKOBLIGATION,Boring av letebrønn,Drill exploration well,Skal ikke bores,Not to be drilled,06.02.2019,,06.02.2018,TFO2014,Statoil Petroleum AS,17237817,25611889,26217012,26217011,24.05.2018,20.02.2019
159 E,Beslutte konkretisering,DECISION,(BoK) Beslutning om konkretisering,(BoK) Decision to concretize,Frafalt,Dropped,06.02.2019,,06.02.2018,TFO2014,Statoil Petroleum AS,17237817,25611889,26217013,,24.05.2018,20.02.2019
159 E,Beslutte videreføring,DECISION,(BoV) Beslutning om videreføring,(BoV) Decision to continue,Frafalt,Dropped,06.02.2021,,06.02.2018,TFO2014,Statoil Petroleum AS,17237817,25611889,26217014,,24.05.2018,20.02.2019
159 E,Konseptstudier,WORKOBLIGATION,Konseptstudier,Conceptual studies,Frafalt,Dropped,06.02.2021,,06.02.2018,TFO2014,Statoil Petroleum AS,17237817,25611889,26217271,26217013,24.05.2018,20.02.2019
159 E,Utarbeide utbyggingsplan,WORKOBLIGATION,(PUD) Utarbeide utbyggingsplan,(PDO) Prepare plan for development,Frafalt,Dropped,06.02.2022,,06.02.2018,TFO2014,Statoil Petroleum AS,17237817,25611889,26217272,26217014,24.05.2018,20.02.2019
159 E,Sende inn utbyggingsplan,DECISION,(PUD) Innlevering av utbyggingsplan,(PDO) Submit plan for development,Frafalt,Dropped,06.02.2022,,06.02.2018,TFO2014,Statoil Petroleum AS,17237817,25611889,26217273,26217015,24.05.2018,20.02.2019
159 E,Beslutte innsending av utbyggingsplan,DECISION,(PUD) Beslutning om å sende inn en utbyggingsplan,(PDO) Decision to submit plan for development,Frafalt,Dropped,06.02.2022,,06.02.2018,TFO2014,Statoil Petroleum AS,17237817,25611889,26217015,,24.05.2018,20.02.2019
159 E,Tilbakeleveringsrapport,WORKOBLIGATION,Tilbakeleveringsrapport,Relinquishment report,Godkjent,Approved,06.05.2022,,06.02.2018,TFO2014,Statoil Petroleum AS,17237817,25611889,26217017,,07.12.2018,20.02.2019
167 C,,WORKOBLIGATION,Geologi- og geofysikkstudier,Study of geology and geophysics,Under arbeid,In process,02.03.2020,,02.03.2022,TFO2017,Equinor Energy AS,32011216,30977591,31141542,,18.05.2018,20.02.2019
167 C,,DECISION,(BoK) Beslutning om konkretisering,(BoK) Decision to concretize,Under arbeid,In process,02.03.2020,,02.03.2022,TFO2017,Equinor Energy AS,32011216,30977591,31141543,,18.05.2018,20.02.2019
167 C,,WORKOBLIGATION,Konseptstudier,Conceptual studies,Under arbeid,In process,02.03.2021,,02.03.2022,TFO2017,Equinor Energy AS,32011216,30977591,31141544,31141543,18.05.2018,20.02.2019
